DEPARTMENT_NAME,TITLE,REGULAR,OTHER,OVERTIME,INJURED,DETAIL,QUINN_EDUCATION_INCENTIVE,TOTAL_GROSS
Boston Police Department,Police Sergeant (Det),"134,698.14","12,527.87","62,404.34",,"6,678.00","25,525.56","241,833.91"
Boston Fire Department,Fire Lieutenant Administration,"165,050.37","3,136.57","71,610.25",,"2,008.00",,"241,805.19"
Boston Police Department,Police Lieutenant,"143,206.06",800,"42,772.76",,"19,085.00","35,801.42","241,665.24"
Boston Fire Department,Dist Fire Chief,"186,239.84","4,742.91","34,764.92",,"15,784.00",,"241,531.67"
Boston Police Department,Police Sergeant,"127,614.32",850,"54,308.96",,"28,514.00","30,149.17","241,436.45"
Boston Police Department,Police Officer,"109,502.02","10,665.06","82,056.55",,"39,192.00",,"241,415.63"
Boston Police Department,Dep Supn (Bpd),"170,701.95","22,010.56","6,014.85",,,"42,675.61","241,402.97"
Boston Police Department,Dep Supn (Bpd),"179,169.54","26,397.95",,,,"35,833.93","241,401.42"
Boston Fire Department,FF (Asst Supn Maint),"202,583.73","13,772.89","25,006.94",,,,"241,363.56"
Boston Fire Department,Dist Fire Chief,"202,466.92","5,352.85","33,518.07",,,,"241,337.84"
Boston Police Department,Police Sergeant/CHF RADIO DISP,"132,249.78",850,"76,027.96",,,"31,674.96","240,802.70"
Boston Fire Department,Dist Fire Chief,"199,328.83","8,119.69","32,430.39",,872,,"240,750.91"
Boston Police Department,Police Officer,"100,963.38",800,"101,577.87",,"17,020.00","20,192.60","240,553.85"
Boston Fire Department,Exec Asst Commissioner,"212,147.04","13,772.89","14,289.07",,,,"240,209.00"
Boston Police Department,Police Officer,"109,502.02",800,"122,449.32",,"6,992.00",,"239,743.34"
Boston Police Department,Police Sergeant (Det),"130,930.12","17,313.73","53,597.72",,"5,141.00","32,732.73","239,715.30"
Boston Police Department,Police Sergeant,"121,597.01","18,131.23","57,679.96",,"15,635.00","26,550.06","239,593.26"
Boston Fire Department,Fire Fighter,"129,550.49","1,364.44","36,743.83",,"71,917.63",,"239,576.39"
Boston Police Department,Police Sergeant (Det),"127,908.62","16,372.19","63,260.59",,,"31,977.35","239,518.75"
Boston Police Department,Police Offc Mobile Offc 2$6,"109,835.02","5,797.53","116,681.12",,"6,992.00",,"239,305.67"
Boston Fire Department,Fire Fighter-AdvanceTechnician,"131,142.54","5,996.46","57,954.24",,"44,151.25",,"239,244.49"
Boston Police Department,Police Offc Canine Offc 2$6,"96,725.21","10,642.53","108,962.40","2,594.85",,"19,864.04","238,789.03"
Boston Fire Department,Fire Alarm Operator,"127,223.09",550,"111,007.93",,,,"238,781.02"
Boston Fire Department,District Fire Chief-Technician,"110,992.72","6,899.66","34,698.80","86,108.35",,,"238,699.53"
Boston Police Department,Police Captain/DDC,"152,599.87","4,884.10","22,605.68",,"27,915.00","30,520.12","238,524.77"
Boston Fire Department,District Fire Chief-Technician,"101,873.79","117,714.36","1,758.17","17,024.11",,,"238,370.43"
Boston Fire Department,Fire Fighter,"128,191.91",550,"61,786.54",,"47,766.00",,"238,294.45"
Boston Police Department,Police Detective,"106,385.40","12,405.70","30,214.03",,"67,896.00","21,277.24","238,178.37"
Boston Police Department,Police Officer,"108,038.52","15,886.47","102,227.25",,"11,960.00",,"238,112.24"
Boston Fire Department,Fire Captain,"175,838.86","1,386.94","39,202.20",,"21,412.25",,"237,840.25"
Boston Police Department,Police Officer,"109,502.02",850,"127,350.31",,,,"237,702.33"
Boston Fire Department,Fire Captain,"171,505.67","2,229.36","63,802.74",,,,"237,537.77"
Boston Police Department,Police Officer,"99,599.01","11,260.18","69,150.22",,"37,260.00","19,919.72","237,189.13"
Boston Police Department,Police Sergeant (Det),"127,501.42",850,"67,050.86",,"16,430.00","25,257.33","237,089.61"
Boston Fire Department,Dist Fire Chief,"193,631.96","8,724.15","34,504.37",,,,"236,860.48"
Boston Police Department,Police Detective,"107,352.54","3,894.85","98,719.84",,,"26,838.11","236,805.34"
Boston Fire Department,Dist Fire Chief,"204,560.16","7,841.90","24,188.72",,,,"236,590.78"
Boston Fire Department,Fire Lieutenant Administration,"162,581.58","6,822.37","22,329.20",,"44,811.88",,"236,545.03"
Boston Fire Department,District Fire Chief-Technician,"177,407.30","6,892.55","25,619.06","23,946.27","2,468.00",,"236,333.18"
Boston Police Department,PoliceSergeant/SupvCourtCases,"123,206.06",850,"70,047.91",,"17,490.00","24,387.13","235,981.10"
Boston Fire Department,District Fire Chief-Technician,"196,513.92","5,922.79","33,525.45",,,,"235,962.16"
Boston Police Department,Dep Supn (Bpd),"166,663.08","28,030.73","2,228.26","4,354.06",424,"34,203.45","235,903.58"
Boston Fire Department,Fire Fighter (InctComndSp) DFC,"127,752.31","1,793.16","74,070.43",,"32,075.50",,"235,691.40"
Boston Police Department,Police Officer,"107,529.02","10,665.06","103,446.69",,"13,984.00",,"235,624.77"
Boston Fire Department,District Fire Chief Tech-ADR,"101,487.36","8,853.41","3,017.29","120,817.48","1,328.00",,"235,503.54"
Boston Fire Department,Fire Fighter,"126,314.27","6,647.86","52,890.51","3,507.59","45,904.75",,"235,264.98"
Boston Fire Department,Fire Fighter,"127,777.08","3,539.97","54,294.91",,"49,550.38",,"235,162.34"
Boston Police Department,Police Officer,"99,815.69",850,"81,580.05",,"32,844.00","19,962.93","235,052.67"
Boston Police Department,Police Offc Comm Serv Offc 3$8,"100,493.80","11,762.97","67,092.78",,"30,452.00","25,123.48","234,925.03"
Boston Police Department,Police Lieutenant,"142,873.55","3,303.42","59,236.53",,"1,430.00","27,787.74","234,631.24"
Boston Police Department,Police Lieutenant,"138,939.74","8,936.10","49,037.42",,"2,970.00","34,735.16","234,618.42"
Boston Police Department,Police Sergeant,"130,822.81",800,"55,725.72",,"34,768.00","12,448.06","234,564.59"
Boston Fire Department,Fire Captain Administration,"164,360.52","5,006.92","29,724.57",,"35,432.50",,"234,524.51"
Boston Police Department,Police Sergeant,"126,780.15","5,475.73","63,434.82",,"32,860.00","5,833.52","234,384.22"
Boston Police Department,Police Sergeant/Comm Serv Offc,"120,825.20","6,292.59","59,393.22",,"17,649.00","30,206.37","234,366.38"
Boston Fire Department,Dist Fire Chief,"177,126.10","8,724.15","31,697.76","16,784.99",,,"234,333.00"
Boston Police Department,Police Sergeant (Det),"132,575.97",800,"94,933.74",,"5,936.00",,"234,245.71"
Boston Fire Department,District Fire Chief-Technician,"189,729.95","6,846.93","37,619.55",,,,"234,196.43"
Boston Police Department,Police Sergeant,"123,768.90","11,632.02","56,079.56",,"18,974.00","23,723.19","234,177.67"
Boston Police Department,Police Sergeant,"124,000.77","4,424.18","54,208.26",,"27,242.00","24,238.43","234,113.64"
Boston Police Department,PoliceSergeant/SupvCourtCases,"121,414.27","8,508.43","68,232.29",,"11,607.00","24,282.71","234,044.70"
Boston Police Department,Police Sergeant (Det),"127,626.76","19,196.67","55,222.09",,,"31,906.89","233,952.41"
Boston Police Department,Police Officer,"109,502.02","10,715.06","55,124.24",,"58,604.00",,"233,945.32"
Boston Fire Department,Dist Fire Chief,"192,110.69","8,724.15","32,809.86",,,,"233,644.70"
Boston Police Department,Police Sergeant,"126,630.60","11,410.85","38,462.09",,"32,436.00","24,684.13","233,623.67"
Boston Police Department,Police Detective,"104,851.54","4,620.97","102,465.12",,644,"20,970.46","233,552.09"
Boston Fire Department,Prin Fire Alarm Operator,"165,718.94",550,"67,263.03",,,,"233,531.97"
Boston Fire Department,Dist Fire Chief,"194,096.88","3,431.71","35,867.99",,,,"233,396.58"
Boston Police Department,Police Officer,"109,502.02","16,634.09","67,783.03",,"39,238.00",,"233,157.14"
Boston Police Department,Police Sergeant/CHF RADIO DISP,"122,306.33",850,"82,366.27","3,092.46",,"24,518.85","233,133.91"
Boston Fire Department,FF Paid Detail Officer,"134,731.91","10,179.00","18,328.83",,"69,873.75",,"233,113.49"
Boston Police Department,Police Lieutenant,"142,808.36","2,677.56","51,975.37",,880,"34,735.16","233,076.45"
Boston Police Department,Police Lieutenant,"138,010.04","11,392.39","42,420.71",498.46,"6,160.00","34,580.94","233,062.54"
Boston Fire Department,Fire Lieutenant Administration,"154,742.96","11,265.80","61,776.60",,"5,108.00",,"232,893.36"
Boston Fire Department,Fire Captain,"173,048.91","3,904.33","21,327.25",,"34,545.00",,"232,825.49"
Boston Police Department,Police Lieut/Paid Detail Ser,"139,529.74","13,998.73","44,372.70",,,"34,882.34","232,783.51"
Boston Fire Department,District Fire Chief-Technician,"197,001.29","3,965.22","31,281.57",,440,,"232,688.08"
Boston Fire Department,District FireChiefAdmn-AdvTech,"210,108.18","13,069.74","9,454.03",,,,"232,631.95"
Boston Fire Department,District Fire Chief-Technician,"158,421.95","6,627.17","28,412.80","39,003.46",,,"232,465.38"
Boston Police Department,Police Officer,"82,688.47",800,"62,587.13","9,095.73","77,096.00",,"232,267.33"
Boston Police Department,Police Sergeant,"124,472.35","10,548.82","57,830.25",,"9,275.00","30,058.80","232,185.22"
Boston Fire Department,Fire Captain Administration,"165,374.31","3,050.00","62,131.16",,"1,536.00",,"232,091.47"
Boston Police Department,Police Sergeant (Det),"126,251.58",850,"74,769.91",,"4,982.00","25,159.06","232,012.55"
Boston Police Department,Police Captain-DDC/HRCD,"156,471.69","20,881.29","39,096.46",,,"15,526.52","231,975.96"
Boston Police Department,Police Sergeant (Det),"139,468.76","12,108.28","80,396.85",,,,"231,973.89"
Boston Police Department,Police Detective,"113,716.76","4,947.91","112,794.74",,368,,"231,827.41"
Boston Fire Department,FF(IncidentCommandSp)DFC-AdvTe,"131,814.88","2,782.58","77,877.23",,"19,166.50",,"231,641.19"
Boston Fire Department,Fire Lieutenant-Technician,"157,009.76",550,"27,916.97",12.04,"45,918.50",,"231,407.27"
Boston Police Department,Police Detective,"101,587.50","11,240.67","81,723.11","14,303.68","22,494.00",,"231,348.96"
Boston Police Department,Police Detective,"99,922.46","2,132.74","109,179.88",,,"19,724.70","230,959.78"
Boston Police Department,Police Sergeant/Mobile Oper,"121,440.66","8,458.43","70,560.73",,,"30,360.20","230,820.02"
Boston Fire Department,Fire Fighter-Technician,"132,576.97","1,364.44","95,444.19",,"1,355.00",,"230,740.60"
Boston Fire Department,Fire Captain,"160,380.34","3,485.04","34,937.71","6,072.32","25,732.00",,"230,607.41"
Boston Police Department,Police Detective,"104,644.14","14,048.39","83,615.73",,"7,360.00","20,928.98","230,597.24"
Boston Fire Department,Fire Lieutenant Administration,"165,399.69",550,"38,736.22",,"25,873.50",,"230,559.41"
Boston Police Department,Police Officer,"108,970.12","4,720.93","109,348.74",,"7,360.00",,"230,399.79"
Boston Police Department,Police Sergeant (Det),"123,487.94","18,579.87","61,512.26",,"2,120.00","24,697.70","230,397.77"
Boston Fire Department,Fire Fighter,"127,160.65","1,364.44","69,615.80",,"32,199.13",,"230,340.02"
Boston Police Department,Police Officer,"95,607.33",800,"90,596.88",,"43,286.00",,"230,290.21"
Boston Police Department,Police Captain/DDC,"164,500.82","24,561.81",,,,"41,125.37","230,188.00"
Boston Police Department,Police Captain/DDC,,"24,511.81",,"164,500.82",,"41,125.37","230,138.00"
Boston Police Department,Police Officer,"100,963.38",800,"6,524.31",,"101,522.00","20,192.60","230,002.29"
Boston Fire Department,Fire Fighter,"104,494.01",550,"20,718.06",,"104,148.25",,"229,910.32"
Boston Police Department,Police Officer,"108,038.52",800,"115,046.38",,"5,888.00",,"229,772.90"
Boston Police Department,Police Officer Hdq Dispatch,"110,397.34","6,469.06","108,782.70",,"3,864.00",,"229,513.10"
Boston Police Department,Police Offc Comm Serv Offc 3$8,"108,404.62",800,"116,233.13",,"3,864.00",,"229,301.75"
Boston Fire Department,Fire Captain,"170,455.13",575,"50,855.54",,"7,360.00",,"229,245.67"
Boston Fire Department,Prin Fire Alarm Operator,"169,665.36",550,"58,866.13",,,,"229,081.49"
Boston Police Department,Police Officer,"109,107.41",800,"108,313.31",,"10,856.00",,"229,076.72"
Boston Fire Department,Fire Fighter,"131,172.81","6,647.86","33,372.03",,"57,842.50",,"229,035.20"
Boston Police Department,Police Officer,"109,502.02",800,"39,333.53",,"79,304.00",,"228,939.55"
Boston Police Department,Police Sergeant (Det),"129,099.88",850,"64,111.00",,"2,544.00","32,275.17","228,880.05"
Boston Police Department,Police Officer,"106,671.00",800,"52,170.64",,"69,230.00",,"228,871.64"
Boston Police Department,Police Officer,"91,784.20",800,"85,245.11",,"50,968.00",,"228,797.31"
Boston Fire Department,Fire Lt Admn-AdvanceTechnician,"170,552.28","12,508.90","45,713.95",,,,"228,775.13"
Boston Police Department,Police Sergeant,"111,052.56","37,598.15","8,300.13","9,798.76","31,800.00","30,213.03","228,762.63"
Boston Police Department,Police Officer,"106,671.00","4,643.99","92,818.94",,"24,472.00",,"228,605.93"
Boston Police Department,Police Officer,"91,784.20",800,"110,374.87",,"25,576.00",,"228,535.07"
Boston Fire Department,Fire Fighter,"126,051.64",550,"39,035.71",,"62,557.00",,"228,194.35"
Boston Police Department,Police Offc Comm Serv Offc 3$8,"101,033.08","4,454.32","74,786.62",,"27,646.00","20,206.47","228,126.49"
Boston Police Department,Police Sergeant,"120,539.47","7,309.43","22,842.13","4,844.57","42,612.00","29,875.06","228,022.66"
Boston Fire Department,Fire Lieutenant Administration,"171,684.73","6,831.67","49,378.41",,,,"227,894.81"
Boston Police Department,Police Officer Hdq Dispatch,"103,183.38",800,"103,245.76",,,"20,636.60","227,865.74"
Boston Fire Department,Fire Fighter-AdvanceTechnician,"132,293.12",550,"94,278.54",,736,,"227,857.66"
Boston Police Department,Police Lieutenant,"141,904.10",800,"27,079.94",,"43,780.00","14,190.25","227,754.29"
Boston Police Department,Police Officer,"97,041.85",850,"91,901.38","3,252.79","34,546.00",,"227,592.02"
Boston Fire Department,Fire Lieutenant,"149,012.66","4,614.61","23,926.92","2,687.69","47,328.75",,"227,570.63"
Boston Police Department,Police Lieutenant,"139,061.16","1,423.08","51,604.60",,880,"34,580.94","227,549.78"
Boston Police Department,Police Offc/Auto Invest 4$10,"92,637.86",850,"110,477.25",,"4,784.00","18,527.60","227,276.71"
Boston Police Department,Police Lieutenant (Det),"143,023.09","10,912.34","31,725.07",,"5,830.00","35,755.87","227,246.37"
Boston Fire Department,Fire Captain,"174,908.96","7,696.57","22,393.91",,"21,866.25",,"226,865.69"
Boston Fire Department,Dist Fire Chief,"182,925.05","8,709.38","25,341.88","9,857.60",,,"226,833.91"
Boston Fire Department,Dist Fire Chief,"193,360.61","6,793.71","26,468.13",,,,"226,622.45"
Boston Police Department,Police Sergeant (Det),"129,750.56","16,420.08","48,005.27",,,"32,437.85","226,613.76"
Boston Police Department,Police Offc/Juvenile Offc 4$10,"99,251.76","11,529.94","28,134.42",,"87,400.00",,"226,316.12"
Boston Police Department,Police Sergeant (Det),"121,017.17","17,048.03","54,159.26",,"3,816.00","30,254.35","226,294.81"
Boston Police Department,Police Sergeant,"122,113.16",850,"70,274.11",,"3,392.00","29,499.34","226,128.61"
Boston Fire Department,District Fire Chief-Technician,"196,617.99",550,"28,601.89",,,,"225,769.88"
Boston Police Department,Police Detective,"104,644.14","33,353.87","7,419.95",,"54,142.00","26,161.01","225,720.97"
Boston Fire Department,Fire Fighter-Technician,"130,158.57",550,"50,487.53",,"44,496.50",,"225,692.60"
Boston Police Department,Police Offc Canine Offc 2$6,"100,600.34","2,612.62","10,098.96",,"87,032.00","25,150.25","225,494.17"
Boston Fire Department,Fire Lieutenant,"113,939.51","70,622.13",766.8,"40,014.35",,,"225,342.79"
Boston Police Department,Police Sergeant (Det),"124,867.27","16,372.19","46,383.90","2,759.49","9,434.00","25,525.56","225,342.41"
Boston Fire Department,Supn (Bfd/Fad),"215,533.19",550,"9,219.62",,,,"225,302.81"
Boston Police Department,Police Offc Comm Serv Offc 3$8,"99,437.72","12,943.78","87,486.56",,"15,364.00","9,943.90","225,175.96"
Boston Fire Department,District Fire Chief Admin,"206,424.93","4,877.49","11,671.15","1,760.72",440,,"225,174.29"
Boston Police Department,Police Lieutenant,"143,574.50",800,"44,908.18",,,"35,801.42","225,084.10"
Boston Police Department,Police Sergeant/FgrPrt Ev Tech,"125,332.80","4,316.25","42,894.02",,"21,836.00","30,443.54","224,822.61"
Boston Police Department,Police Detective,"104,691.60","9,326.91","105,237.90",,"5,336.00",,"224,592.41"
Boston Fire Department,Fire Fighter,"130,804.89","1,364.44","31,905.93",,"60,459.25",,"224,534.51"
School Support & Tranformation,Operational Leader,"98,441.20","95,438.58",,,,,"224,512.32"
Boston Police Department,Police Officer,"100,963.38","2,619.16","11,058.84",,"84,456.00","25,240.88","224,338.26"
Boston Police Department,Police Detective,"107,352.54","7,086.42","83,032.91",,,"26,838.11","224,309.98"
Boston Police Department,Police Sergeant/Comm Serv Offc,"132,441.28",800,"60,797.90",,"30,263.00",,"224,302.18"
