ratings,dates,review_text
5,2022-01-11,It’s not overpoweringly sweet or spicy. It’s just right and reminds me of my Aunt baking with cloves and mixing cinnamon and brown sugar for sticky buns around the holidays. Like I said it’s not too sweet. It’s just right.
5,2018-01-31,The scent is so strong and these candles last so long. I never Knew what the fuss was about until i got A yankee candle for Christmas. It was a Christmas scent so i burned It everyday trying to get rid of it and it lasted until the end of January. I just Lit this candle about half an hour ago and the smell is already filling my house. It smells like a bakery in my house! I will Never buy another brand again and this scent will probably be ordered again and again!
5,2015-01-09,"Always been a cheap candle guy, then one day I was feeling like a big shot. ""Go big or go home"" I said, and I got 2 yankee candles. They outlasted my cheap-o candles many times over, and smelled better the whole time. Works out that they sent just a better value, they are a better smell too.  Apple pumpkin is a great option if you like apple spice and pumpkin pie, and if you don't enjoy those things, than you have bigger problems than can be solved with a candle purchase on Amazon."
5,2020-10-30,"I'm not usually a Yankee Candle customer, because they are a bit pricey... but this was on sale, half off - so I said YAY! The scent is nice and it burns for a long time... though you can't really smell the candle when you step away from it... I love a candle you can actually smell... but, for the price, it was a good buy!"
5,2018-01-22,"Just like cologne, I don't buy it online because of the obvious---the scent! However, this product had awesome reviews and I figured I'd help out. This arrived in perfect condition and on time. The scent fills up the room perfectly. I have a turtle tank in my room so not only did a candle help with a little bit of light but also scented up the room nicely. It's not too strong either, it's a greta gift idea for someone who likes simply home products or actually needs an odor blocker for whatever reason, but doesn't want to use chemicals to do it."
5,2022-02-01,"This scent fills my entire downstairs area!!! I will definitely be purchasing more of this scent. It has a strong scent but not too strong. For anyone that loves vanilla, this scent is a must have!!!"
5,2019-12-15,This is my favorite scent for fall. It’s what I think about when I think of what fall smells like. The packaging was excellent and the price was better than what I would pay in a store. These last for a whole season for me and the smell stays constant. Yankee candles never disappoint. They burn evenly and smell strong unlike other candles that lose their smell after a few hours of burning them.
5,2022-02-19,"Do not order during summer.  I ordered 2 and when they arrived they had melted. They were on their side, so we totally non-usable.  Had to return them.  Ordered one this winter & it was great!!"
5,2022-04-09,I’m a big fan of Yankee candles as gifts and to keep for myself. I enjoy the scent and the warmth they bring to a room. This one I kept for myself and it didn’t disappoint..
5,2021-10-14,"I live overseas due to being in the military, These candles were packed very well and arrived on a timely manner.  Even tho I am thousands of miles away from home, this candle gives me a sense of being at home.  Thank you!"
5,2021-10-23,"The media could not be loaded.
                
            
                
            
        
    
    
 These candles have the best long lasting scent, always have."
5,2022-02-28,The aroma fills the room and the candle has a long burn time. Well worth the money.
5,2021-10-25,Leave it to Amazon to carry something that Walmart doesn't want to carry in their stores anymore and charges prohibitively for when ordering online... French Vanilla is the only candle scent worth buying. IMO
5,2022-03-15,"When the brand say's ""Yankee Candle"" u know you r buying quality candle. The fragrance is so intoxicating when u light it and the smell lingers on for hours. I only buy Yankee Candles"
5,2021-06-22,"Love this candle scent. Ordered two, one was packed carefully in corrugated cardboard. However, the other was bubble-wrapped and came broken. It's more of a bother to return it, but we'll probably by these from Yankee Candle from now on."
5,2020-11-27,"I am not a candle person but ordered this as a gift and it's very nicely packaged.  I opened it to see how it smells and it is nice for a salted caramel candle.  I don't have much to add as I won't be the user, but it seems like a typical nicer jar candle and I know the recipient will enjoy it."
5,2021-02-24,"I love yankee candles and vanilla cupcake is my favorite. When I received my package, I had ordered 5 candles and they all arrived in the same box. I opened 1 and found it had melted severely but I tried with a candle lighter to melt it back down. It made a mess and turned the wax black. My momma said I should send it back. If if was just that one I would have let it slide. So I checked the other 4. I found 2 more the same way. These candles are not cheap and should not arrive in such a shape as they did. I would like them to either be replaced or refund me my money. Thank you."
