Rating,Date,Review
5,2022-08-01,Before even opening these candles the scent is lovely--and they are packaged so well that there is no chance of accidental breakage during shipping. They are large and colorful--well worth the cost. I will be buying more candles from this company.
5,2018-05-28,"As soon as removed from protective packaging from this YANKEE LARGE JAR ""BEACH WALK"" CANDLE I caught a whiff of it's SWEET FRESH FRAGRANCE. When lit, the room fills with the SWEET FRESH SCENT.To be honest, this pale blue ""BEACH WALK"" candle caught my eye because of high customer ratings and AMAZON MERCHANTS who offer at substantial savings. What does a walk on the beach smell like, after all; and do I want my home to smell like the mysterious scent? Not floral, herbal or musk. I highly recommend ""BEACH WALK"" for its RICH FRESH SCENT."
5,2021-12-29,All these people writing false reviews about yankee candles not smelling should be banned from reviewing. I have always and always will love these candles. Yes there are a few scents that are a bit to feminine for my taste but even they smell delectable. Yankee candle you get a 110% from me. I just wish I could afford them more often than I can.
5,2022-03-11,I live near the Yankee Candle Factory Flagship Store but I’ll buy my candles on Amazon. Amazon has some  great discounted prices. This candle was great quality. It was shipped in protective cardboard. We really enjoyed the scent.
5,2022-07-10,"The fragrance is lovely and powerful. Not too powerful, just gorgeous. It’s hard to describe but I’m so happy I chose it. Yankee Candle does a very good job..Thank you, Smileamazon…"
5,2021-03-02,"Hi! This is one of my very favorite YC fragrances. It was packaged safely and arrived quickly. It looks and smells exactly like the Lilac Blossoms candle I expected. Spring is coming; so this will definitely help to get me in the mood!Order with confidence! Whenever I can, I will certainly order again!"
5,2022-06-20,The whole house smelled like lilacs. Excellent.
5,2020-12-20,"I enjoy the scent of this candle, Pink Sands.  It is not overwhelming but it is not so subtle that it’s undetectable. I’ve only burned the candle a couple of times but for several hours each time and longevity appears to be average for a Yankee candle. I would not  hesitate to give as a gift.  Price was very reasonable."
5,2021-05-16,"This is my forever favorite candle. I have them all over my home. Love the large size, give me a 3 wick one Yankee, please. I burn for an hour or two a few nights a week. I love it!! Very calming. I store my unused jars open in my dresser drawer with my shawls, t-shirts and sweaters."
5,2019-02-12,"Honestly I ordered this particular candle because the price was good and I love candles so why not?  I’m so happy I took a chance in this scent!  It’s beautiful.  It has a strong rose base with other floral notes.  The throw is terrific.  In an average sized room the scent is quite strong and just permeates the whole area.  If you are looking for something subtle, then this will not be the candle for you."
5,2021-12-05,"I like this candle for its pretty color reminiscent of the inside of a seashell and for its scent which is balanced and not overpowering (not too floral, not too citrus, not too spicy, not too musky). I find it pleasant and relaxing. This is a repeat purchase."
5,2020-12-06,These candles smell amazing!! I could smell the pink sand through the box and I instantly fell in love. Definitely worth the money! There were delivered together in a Amazon box and each candle was separated in to its own yankee candle box. I’m giving it to me sister for Christmas so it’s nice that each candle is individually packaged with its own protection.
5,2020-02-24,Fresh Cut Roses is one of my long time favourites. It's also one of Yankee Candles strongest scents. I can light one of these in my living room and enjoy the fragrance pretty much throughout the downstairs rooms of my cozy home. Yankee has always been a brand I know I can depend on. It's also very nice having it delivered to my front door free of charge within a couple of days after I order. Thank you Amazon.
5,2021-04-10,This Lilac Blossom candle smells absolutely AMAZING!!! The soft delicate scent of lilacs fills the whole room but it's not over powering. This is by far my favorite candle from Yankee Candle. This is my second purchase of this particular candle. The burning time is very long also. Highly recommend as a gift for Mother's Date!!
